3433,3466
6926,6451
8793,8018
5964,5619
5392,5102
5937,5605
3633,3623
2731,2576
3371,3395
2214,2090
9077,8228
1246,1062
4117,4019
1564,1443
5512,5279
6455,6042
3871,3801
2519,2435
6135,5721
8524,7828
1381,1232
6059,5685
2981,2843
8732,7966
6538,6123
2474,2365
423,486
3233,3213
1660,1495
2488,2374
3317,3320
6106,5708
4195,4067
4484,4346
1238,1056
9215,8321
7198,6744
1971,1850
3004,2869
2648,2504
9649,8732
4908,4736
5286,5033
3210,3185
3329,3337
8199,7581
4129,4024
3167,3112
9054,8213
6113,5710
9753,8783
2165,2031
3719,3673
2742,2597
7284,6814
1675,1520
8439,7752
8300,7640
3097,3029
4973,4786
1296,1115
4232,4095
3235,3215
4091,3974
36,149
9584,8687
9263,8351
3188,3154
4268,4120
3739,3687
1278,1099
1407,1262
6312,5889
3013,2892
8051,7470
2491,2375
8752,7981
7146,6683
9446,8545
3278,3284
9796,8801
5887,5555
5048,4856
5860,5542
5607,5352
5755,5490
1541,1413
211,320
3132,3070
6188,5775
3496,3512
3172,3125
333,408
6221,5825
3960,3875
1939,1810
9879,8927
1327,1169
2826,2685
7682,7153
2589,2473
3985,3889
8639,7903
2691,2538
8553,7858
9899,8971
1015,925
4087,3967
7244,6783
1266,1082
5613,5361
2114,1950
4403,4276
47,155
1319,1168
2927,2802
7139,6682
3639,3627
9830,8838
1802,1634
177,300
412,474
7859,7277
5245,4994
4696,4588
4921,4741
2600,2490
6513,6112
716,746
8176,7562
5391,5087
9300,8398
9496,8590
9118,8257
2885,2756
8267,7630
3280,3286
4506,4374
5336,5060
3774,3720
5735,5479
4604,4470
5542,5281
4512,4390
9627,8705
3520,3528
4322,4165
5142,4899
2932,2812
4449,4337
817,836
1567,1445
2369,2271
3820,3762
8536,7838
1173,1022
6819,6327
5424,5160
2641,2500
6865,6418
9622,8704
6587,6185
6415,6005
3449,3480
9807,8821
3839,3772
9330,8422
4536,4404
5164,4920
734,760
7195,6731
9071,8214
1413,1263
5792,5512
7596,7089
4652,4519
7976,7399
3405,3428
4489,4350
3500,3516
4784,4637
300,381
7743,7195
7440,6926
7616,7122
3373,3402
432,501
1232,1043
6335,5913
9644,8717
5994,5644
6981,6509
5307,5043
9095,8230
6579,6178
9834,8857
6066,5694
4799,4658
3208,3184
9987,9074
276,367
3249,3250
5273,5020
2815,2667
7614,7103
2455,2342
7428,6923
7036,6563
5312,5054
3898,3841
6247,5855
1429,1277
4645,4511
5861,5543
6245,5854
5465,5200
9388,8472
3304,3313
4692,4585
7080,6613
8157,7535
9615,8703
4901,4727
4432,4321
1307,1124
358,437
5852,5536
1687,1532
68,193
7672,7152
3471,3495
4222,4084
5219,4962
795,830
7714,7174
4366,4235
7082,6620
6058,5677
78,204
8214,7582
4328,4172
659,645
9992,9084
7547,7029
8835,8059
223,328
5413,5140
3879,3818
238,334
7342,6858
8461,7753
664,658
3121,3066
1748,1579
8537,7847
7531,7009
6445,6025
721,751
3383,3407
5489,5243
593,612
4795,4653
5377,5086
125,282
1897,1773
9269,8353
7804,7226
5399,5114
4431,4318
601,616
8601,7895
9391,8473
2864,2746
5734,5477
8513,7812
919,886
9876,8926
38,154
7875,7307
8261,7624
7917,7346
979,915
2970,2836
6462,6056
5305,5042
210,319
2248,2152
6742,6283
9378,8467
8772,7989
5483,5240
8505,7802
1279,1109
7965,7389
8876,8086
8507,7804
4912,4740
3023,2895
6609,6190
6938,6454
6448,6041
2497,2385
4114,4011
7560,7039
6361,5932
7803,7223
2914,2780
9913,8990
3164,3087
582,611
6917,6446
6367,5952
6709,6258
3276,3282
7463,6939
4818,4684
3057,2956
7612,7102
2697,2549
447,519
7915,7343
1097,976
887,864
4378,4256
3507,3524
9661,8734
5143,4904
2774,2649
5842,5529
5589,5345
7762,7206
6880,6421
2325,2239
428,493
2675,2526
2904,2768
3781,3728
4575,4441
1402,1241
5712,5468
1664,1503
1352,1208
3689,3659
6912,6444
8880,8091
2430,2302
7585,7083
8067,7473
2184,2061
69,194
6704,6249
1273,1096
2902,2764
4094,3979
6647,6221
6306,5885
4639,4509
3083,3009
8587,7878
9683,8759
651,640
6231,5837
1365,1226
9711,8771
4194,4066
268,364
4434,4325
9457,8551
7609,7100
2512,2431
2707,2557
6871,6418
7854,7268
1903,1784
9676,8752
4619,4491
8169,7557
3115,3061
3838,3769
2190,2063
7896,7312
4935,4757
3362,3358
3363,3360
9160,8282
7525,6983
4011,3908
7653,7142
8776,7998
8244,7597
8848,8062
8623,7900
7789,7216
9162,8285
8806,8045
7622,7129
8304,7660
9379,8468
103,263
7343,6866
6978,6504
9402,8517
2135,1966
2328,2241
6680,6232
4807,4664
766,794
4843,4702
9551,8633
1486,1356
7798,7217
7165,6702
6656,6227
8376,7719
2545,2437
3350,3351
8177,7575
6645,6218
8809,8048
5647,5389
7242,6768
3851,3787
7941,7364
6899,6427
6243,5852
4808,4666
7900,7313
5034,4832
4019,3913
2326,2240
8111,7501
9600,8695
752,770
3896,3840
5240,4990
4817,4675
180,311
7505,6970
1739,1578
5046,4850
1314,1162
5084,4877
4179,4052
3407,3442
7420,6922
9886,8936
2077,1923
2221,2108
958,896
4606,4482
440,505
1447,1292
7598,7096
5775,5502
1130,1012
138,292
9182,8290
2862,2745
5276,5024
5651,5398
1190,1027
2132,1964
5853,5540
788,818
6735,6271
4404,4286
8495,7798
4895,4724
6362,5943
6620,6205
9396,8492
6911,6442
612,618
4469,4341
3822,3763
2713,2570
5421,5154
5896,5571
1924,1799
9530,8623
6481,6076
288,375
4679,4575
5407,5136
7396,6907
1763,1598
8071,7475
639,624
5035,4839
150,295
6181,5764
6020,5660
1336,1188
4595,4460
5678,5439
9746,8776
992,924
505,546
8057,7472
6220,5818
7921,7348
2785,2654
7570,7044
8568,7863
1669,1504
6758,6285
4284,4142
5890,5567
6468,6060
927,888
9462,8556
7477,6940
6388,5959
3736,3686
5904,5572
3711,3665
5036,4840
3109,3031
6844,6378
3721,3676
2637,2495
7252,6789
3625,3622
9411,8527
3149,3074
6412,5982
7488,6954
3485,3498
3126,3067
2256,2166
3858,3795
1751,1581
3387,3412
6713,6260
3613,3617
5433,5175
5549,5283
265,361
7403,6911
9526,8617
3874,3804
6316,5892
9593,8690
4691,4584
2116,1953
8997,8155
9603,8702
8108,7499
5283,5032
8471,7770
3033,2911
718,748
1957,1842
5756,5491
5927,5597
1211,1031
4279,4130
7904,7320
7888,7311
3713,3666
7692,7159
7133,6678
4812,4668
7450,6930
3991,3890
8620,7899
2967,2832
5091,4878
530,581
9677,8753
1265,1069
2043,1894
4156,4038
2866,2747
3274,3278
7689,7155
4163,4047
7052,6572
1717,1543
7187,6730
3847,3775
4602,4465
8074,7477
8184,7576
6158,5735
7180,6727
7943,7371
8007,7407
3684,3653
8294,7635
6772,6288
6487,6096
4467,4339
534,601
1814,1683
9266,8352
4066,3948
7813,7239
7449,6929
4637,4502
4102,3980
4089,3971
2699,2552
4031,3929
5570,5333
8033,7451
7173,6714
2112,1941
9953,9062
7489,6955
6026,5668
6270,5858
4747,4610
8164,7539
2448,2332
4502,4368
6693,6242
57,177
6475,6073
9517,8615
4137,4027
1905,1795
3981,3882
7355,6875
6305,5883
6046,5671
2420,2280
1415,1268
6209,5810
7063,6611
7160,6700
4395,4270
7526,6991
3026,2910
7514,6971
2073,1919
950,893
4186,4054
8406,7731
2665,2510
3011,2890
9561,8652
1706,1541
2160,2027
7934,7363
8712,7960
1776,1614
6100,5705
9001,8161
6627,6209
6555,6143
3369,3385
8296,7639
9896,8954
5729,5470
487,545
899,871
2757,2615
7838,7246
8653,7918
6729,6268
1966,1848
6064,5691
109,265
1752,1593
554,610
2146,2001
5685,5466
7332,6847
1808,1640
9301,8401
2752,2607
5644,5386
1359,1219
8965,8119
6381,5954
1680,1521
6918,6448
7693,7162
4103,3986
7914,7337
2189,2062
6313,5891
1145,1013
2141,1977
2626,2494
8487,7794
9882,8930
6598,6187
893,868
84,223
8254,7623
6219,5815
6546,6130
7948,7377
6671,6228
6114,5716
3255,3258
882,857
7545,7027
8859,8077
5373,5070
3919,3843
7971,7394
3348,3344
5880,5553
1497,1373
2409,2277
3488,3500
5454,5187
8338,7684
4790,4648
1431,1283
8263,7626
7061,6607
4949,4771
7214,6750
8148,7510
5476,5226
2667,2511
6007,5650
9384,8471
7555,7032
5021,4817
1176,1023
5509,5266
1092,967
8933,8111
2814,2662
8816,8054
9544,8632
780,797
9891,8948
8355,7693
967,903
3229,3210
3162,3085
8093,7490
9231,8345
9291,8377
5474,5221
9371,8452
1917,1798
6145,5727
8845,8061
3215,3197
6146,5731
4518,4398
6364,5946
8474,7776
3370,3387
6967,6477
3196,3165
5503,5246
4680,4579
5047,4855
6292,5877
6006,5649
3676,3636
6831,6349
7021,6556
7807,7231
3825,3764
4088,3968
3065,2977
6610,6193
2829,2687
9024,8197
8097,7497
506,549
7456,6935
2502,2402
4420,4294
656,644
4327,4170
7066,6612
2802,2660
4828,4691
661,647
9673,8747
6186,5773
2029,1891
7578,7068
8775,7996
6698,6248
2307,2218
511,557
6739,6277
7861,7285
8025,7409
7453,6933
4923,4746
6559,6146
6566,6156
2336,2251
4374,4252
4671,4568
707,745
8486,7781
2005,1878
7097,6626
1789,1621
1644,1482
1271,1083
3600,3610
7367,6896
3630,3623
4593,4457
8590,7880
3409,3451
6736,6272
3325,3323
3217,3202
8070,7474
8773,7990
8665,7934
4505,4373
302,386
8780,8007
8794,8023
179,309
6854,6407
2973,2840
8073,7477
9890,8945
367,441
1119,999
9558,8641
5684,5465
1527,1400
1978,1852
3726,3680
8677,7940
9251,8348
8191,7580
3335,3338
9704,8769
7845,7252
8728,7962
6560,6154
8115,7502
763,791
4750,4618
2262,2181
1351,1206
6214,5812
924,887
4884,4720
3356,3357
1406,1260
67,191
6363,5945
8792,8017
6055,5675
6136,5722
8252,7608
2174,2041
2344,2263
7046,6567
7246,6785
8250,7606
5930,5604
9629,8706
1463,1304
2673,2513
7540,7011
2858,2724
7267,6795
9463,8557
1481,1350
3128,3069
3150,3075
2895,2759
9557,8640
3552,3555
1030,931
8667,7938
1583,1450
483,538
2306,2217
669,662
6822,6334
5969,5621
1884,1758
6488,6106
6828,6340
9573,8686
1483,1353
7309,6840
1231,1033
8384,7725
9428,8542
124,277
1187,1025
3243,3231
7029,6560
4880,4718
1414,1267
2022,1887
6169,5762
9945,9030
6663,6228
9472,8580
1662,1502
1896,1763
2688,2536
249,355
6741,6279
2272,2186
9351,8428
5208,4952
625,620
2861,2735
9686,8760
7853,7263
6539,6124
9917,9010
8483,7780
8625,7901
202,315
9795,8796
6275,5870
4375,4254
789,820
4965,4779
9185,8294
4081,3960
3788,3742
2202,2072
5022,4818
6160,5738
2794,2658
6484,6082
1474,1324
4209,4070
5747,5486
8525,7829
6835,6359
7408,6913
9490,8583
9154,8277
6685,6238
6474,6068
5043,4841
1852,1721
2563,2465
5367,5065
2986,2853
7642,7131
2258,2178
6227,5829
9466,8569
5420,5152
6408,5976
1674,1509
7479,6940
6205,5806
5461,5191
7202,6748
970,905
4709,4590
3396,3414
4948,4770
2183,2060
5781,5509
9278,8359
3961,3878
5920,5585
7504,6959
1542,1419
9523,8616
7753,7204
2678,2533
4718,4591
4082,3966
466,529
121,274
4440,4331
7621,7128
1656,1493
8430,7747
8089,7488
9003,8168
1555,1431
8301,7643
5137,4893
1855,1725
4664,4553
8087,7483
5228,4971
6486,6092
9469,8571
8420,7740
3882,3823
7767,7210
8857,8070
9031,8206
1769,1600
6129,5720
1593,1461
8350,7688
167,297
6447,6040
9821,8835
2501,2390
7564,7043
9027,8205
3685,3655
2782,2653
526,580
3524,3534
5233,4985
6569,6178
5148,4916
1118,993
315,404
1953,1827
8612,7898
7716,7180
3170,3123
7016,6543
4653,4527
3257,3261
532,584
8253,7616
4896,4726
4773,4625
9211,8315
4629,4500
6235,5845
6818,6321
8662,7924
663,656
4591,4451
1034,939
8754,7986
6353,5931
9961,9064
3994,3899
1059,961
7279,6813
6724,6263
7398,6909
1719,1546
3283,3287
3563,3567
4538,4413
1471,1307
3993,3897
3258,3263
7020,6552
8118,7505
3266,3276
7366,6892
387,466
5673,5426
1345,1202
896,870
232,330
2166,2037
8947,8116
2224,2123
3979,3880
1122,1010
8641,7906
6296,5880
6063,5690
1310,1139
8999,8160
6929,6453
9107,8231
6567,6162
3385,3408
7445,6927
8516,7819
383,461
691,731
1280,1110
9196,8306
8518,7823
4116,4018
2918,2786
7013,6540
3724,3678
7292,6836
3114,3055
9752,8777
2361,2266
8704,7958
4752,4621
3349,3348
3688,3656
8463,7755
9598,8693
9279,8363
4931,4754
5558,5290
386,463
1391,1240
8144,7508
4984,4794
7839,7250
7374,6898
3561,3564
3752,3704
4063,3947
3569,3571
356,437
1819,1685
5486,5241
7975,7396
7542,7024
6817,6317
453,523
4422,4296
697,734
1865,1730
5758,5493
726,755
7002,6521
862,853
6476,6075
4972,4784
198,313
4302,4150
2495,2377
7741,7192
9195,8300
7112,6669
128,291
515,559
3784,3739
5128,4889
9590,8688
2586,2470
2824,2670
5338,5063
2676,2528
1762,1594
8160,7537
9509,8598
5816,5520
8336,7681
1446,1285
9128,8265
1544,1422
9856,8888
4950,4774
6615,6204
3183,3129
3157,3078
5243,4993
4592,4456
9596,8690
5677,5435
415,480
3120,3066
2231,2135
8437,7748
7341,6855
8576,7873
9345,8424
9480,8582
5507,5254
5605,5351
1902,1781
1422,1273
2987,2857
3697,3662
9903,8985
266,362
8527,7830
853,845
5446,5176
3316,3319
3434,3470
2171,2040
6848,6400
6834,6357
9365,8451
3193,3160
1184,1023
1798,1625
9973,9072
2556,2454
3054,2955
3547,3549
7225,6751
1044,951
4827,4689
420,482
4369,4246
8028,7421
1477,1340
3983,3883
8481,7777
8918,8109
9312,8406
2441,2326
2424,2283
1113,991
5214,4961
1813,1673
668,661
9601,8699
2241,2139
5817,5521
3246,3236
4459,4337
5656,5413
305,390
1554,1427
784,809
1020,927
5738,5483
4012,3911
2572,2469
4389,4260
239,342
3287,3307
7964,7389
3999,3907
9760,8787
2324,2234
7551,7030
3553,3556
8663,7927
4787,4646
815,833
2508,2417
7544,7026
3286,3304
7775,7213
7087,6625
748,765
7387,6901
6405,5965
4107,4003
465,528
7118,6671
968,904
3641,3631
3085,3016
2549,2445
9232,8346
5634,5383
8983,8127
5562,5292
8989,8145
3762,3713
5105,4882
6840,6372
1507,1398
4739,4605
8944,8112
971,912
4791,4652
97,251
8866,8085
7691,7158
9859,8889
2273,2195
7230,6753
9041,8209
2317,2228
8231,7593
1737,1566
7546,7028
3284,3292
5405,5127
2063,1913
8407,7739
759,772
761,773
8288,7631
8738,7968
8551,7857
8858,8072
7852,7260
5498,5245
6947,6459
3808,3759
4113,4010
4623,4497
5565,5314
5204,4944
3477,3496
2513,2434
6920,6449
11,111
4511,4389
549,607
2378,2273
2391,2276
3093,3023
9209,8311
9874,8907
7620,7126
245,352
7749,7203
3545,3541
8597,7893
334,425
6628,6212
1488,1368
5059,4859
9223,8343
6308,5887
523,574
5212,4960
9898,8969
7650,7135
6765,6286
7017,6547
9635,8709
4325,4169
5670,5425
5790,5510
6955,6465
8993,8149
4967,4782
2233,2138
1770,1610
9284,8366
5873,5547
9816,8825
9697,8769
5449,5184
4612,4486
3878,3815
3783,3734
9403,8521
7452,6930
9471,8575
686,722
8682,7941
3211,3192
7953,7379
3565,3568
7787,7214
3518,3526
9809,8822
5566,5315
8715,7960
8917,8105
2230,2129
6022,5661
2145,1999
9835,8863
7058,6606
3770,3716
8693,7949
9847,8884
8218,7583
2901,2762
6410,5981
5426,5168
4445,4332
9114,8253
3043,2945
1587,1458
1297,1120
1047,954
1172,1017
7354,6874
9824,8836
3469,3488
2751,2602
4051,3944
5490,5244
5888,5563
8318,7672
1027,929
4219,4072
9504,8594
9904,8986
2828,2686
8375,7708
6192,5776
5337,5061
3219,3204
4850,4707
93,240
9871,8892
5081,4869
4811,4667
5575,5342
8585,7877
99,260
331,406
741,763
9015,8180
8302,7645
2709,2565
401,468
929,889
8853,8066
911,876
119,269
4736,4600
1494,1369
8143,7507
9511,8605
3367,3369
9417,8532
626,621
64,186
2100,1931
3206,3168
5310,5053
3876,3812
5444,5176
5260,5011
3695,3660
8371,7706
4832,4693
9989,9082
3336,3339
8328,7674
4312,4162
6591,6186
4146,4030
5118,4888
7389,6903
4732,4594
2759,2626
7415,6918
4924,4749
4323,4168
7119,6674
9560,8649
9971,9068
7808,7233
6200,5803
514,558
3827,3765
3260,3273
5624,5378
5693,5467
9729,8775
9667,8743
5993,5634
6079,5697
6193,5791
991,922
9539,8625
8656,7920
9136,8271
2009,1882
4425,4318
310,391
2316,2226
6373,5953
8226,7586
679,677
4462,4337
9718,8773
1568,1447
8887,8103
6123,5717
4640,4510
9529,8622
2109,1935
4851,4711
954,894
4175,4050
26,124
